Allele_A	Allele_B	FunctionalGroup	HV_distance	Cross_tier	AAAA_A	AAAA_B	Testable	Hypothesis
Allele_012	Allele_038	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_039	FG01	0.0122	Synonymy_test	0	16	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_040	FG01	0.0122	Synonymy_test	0	10	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_044	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_045	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_046	FG01	0.0122	Synonymy_test	0	85	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_047	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_051	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_013	Allele_021	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_013	Allele_025	FG01	0.0122	Synonymy_test	5	3	yes	Small HV difference — Synonymy_test cross
Allele_013	Allele_031	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_013	Allele_037	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_013	Allele_041	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_013	Allele_042	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_013	Allele_048	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_013	Allele_049	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_013	Allele_052	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_013	Allele_055	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_014	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_015	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_016	Allele_021	FG01	0.0122	Synonymy_test	7	1	yes	Small HV difference — Synonymy_test cross
Allele_016	Allele_025	FG01	0.0122	Synonymy_test	7	3	yes	Small HV difference — Synonymy_test cross
Allele_016	Allele_031	FG01	0.0122	Synonymy_test	7	1	yes	Small HV difference — Synonymy_test cross
Allele_016	Allele_037	FG01	0.0122	Synonymy_test	7	1	yes	Small HV difference — Synonymy_test cross
Allele_016	Allele_041	FG01	0.0122	Synonymy_test	7	0	no	Small HV difference — Synonymy_test cross
Allele_016	Allele_042	FG01	0.0122	Synonymy_test	7	1	yes	Small HV difference — Synonymy_test cross
Allele_016	Allele_048	FG01	0.0122	Synonymy_test	7	0	no	Small HV difference — Synonymy_test cross
Allele_016	Allele_049	FG01	0.0122	Synonymy_test	7	0	no	Small HV difference — Synonymy_test cross
Allele_016	Allele_052	FG01	0.0122	Synonymy_test	7	1	yes	Small HV difference — Synonymy_test cross
Allele_016	Allele_055	FG01	0.0122	Synonymy_test	7	0	no	Small HV difference — Synonymy_test cross
Allele_017	Allele_021	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_017	Allele_025	FG01	0.0122	Synonymy_test	4	3	yes	Small HV difference — Synonymy_test cross
Allele_017	Allele_031	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_017	Allele_037	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_017	Allele_041	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_017	Allele_042	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_017	Allele_048	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_017	Allele_049	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_017	Allele_052	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_017	Allele_055	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_018	Allele_021	FG01	0.0122	Synonymy_test	15	1	yes	Small HV difference — Synonymy_test cross
Allele_018	Allele_025	FG01	0.0122	Synonymy_test	15	3	yes	Small HV difference — Synonymy_test cross
Allele_018	Allele_031	FG01	0.0122	Synonymy_test	15	1	yes	Small HV difference — Synonymy_test cross
Allele_018	Allele_037	FG01	0.0122	Synonymy_test	15	1	yes	Small HV difference — Synonymy_test cross
Allele_018	Allele_041	FG01	0.0122	Synonymy_test	15	0	no	Small HV difference — Synonymy_test cross
Allele_018	Allele_042	FG01	0.0122	Synonymy_test	15	1	yes	Small HV difference — Synonymy_test cross
Allele_018	Allele_048	FG01	0.0122	Synonymy_test	15	0	no	Small HV difference — Synonymy_test cross
Allele_018	Allele_049	FG01	0.0122	Synonymy_test	15	0	no	Small HV difference — Synonymy_test cross
Allele_018	Allele_052	FG01	0.0122	Synonymy_test	15	1	yes	Small HV difference — Synonymy_test cross
Allele_018	Allele_055	FG01	0.0122	Synonymy_test	15	0	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_019	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_020	Allele_021	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_020	Allele_025	FG01	0.0122	Synonymy_test	3	3	yes	Small HV difference — Synonymy_test cross
Allele_020	Allele_031	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_020	Allele_037	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_020	Allele_041	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_020	Allele_042	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_020	Allele_048	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_020	Allele_049	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_020	Allele_052	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_020	Allele_055	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_021	Allele_022	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_023	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_021	Allele_024	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_026	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_027	FG01	0.0122	Synonymy_test	1	3	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_028	FG01	0.0122	Synonymy_test	1	5	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_029	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_021	Allele_032	FG01	0.0122	Synonymy_test	1	5	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_033	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_034	FG01	0.0122	Synonymy_test	1	4	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_035	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_036	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_021	Allele_038	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_039	FG01	0.0122	Synonymy_test	1	16	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_040	FG01	0.0122	Synonymy_test	1	10	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_044	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_045	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_046	FG01	0.0122	Synonymy_test	1	85	yes	Small HV difference — Synonymy_test cross
Allele_021	Allele_047	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_021	Allele_051	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_022	Allele_025	FG01	0.0122	Synonymy_test	2	3	yes	Small HV difference — Synonymy_test cross
Allele_022	Allele_031	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_022	Allele_037	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_022	Allele_041	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_022	Allele_042	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_022	Allele_048	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_022	Allele_049	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_022	Allele_052	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_022	Allele_055	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_023	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_024	Allele_025	FG01	0.0122	Synonymy_test	2	3	yes	Small HV difference — Synonymy_test cross
Allele_024	Allele_031	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_024	Allele_037	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_024	Allele_041	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_024	Allele_042	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_024	Allele_048	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_024	Allele_049	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_024	Allele_052	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_024	Allele_055	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_025	Allele_026	FG01	0.0122	Synonymy_test	3	2	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_027	FG01	0.0122	Synonymy_test	3	3	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_028	FG01	0.0122	Synonymy_test	3	5	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_029	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_025	Allele_032	FG01	0.0122	Synonymy_test	3	5	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_033	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_034	FG01	0.0122	Synonymy_test	3	4	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_035	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_036	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_025	Allele_038	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_039	FG01	0.0122	Synonymy_test	3	16	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_040	FG01	0.0122	Synonymy_test	3	10	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_044	FG01	0.0122	Synonymy_test	3	2	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_045	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_046	FG01	0.0122	Synonymy_test	3	85	yes	Small HV difference — Synonymy_test cross
Allele_025	Allele_047	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_025	Allele_051	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_026	Allele_031	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_026	Allele_037	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_026	Allele_041	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_026	Allele_042	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_026	Allele_048	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_026	Allele_049	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_026	Allele_052	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_026	Allele_055	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_027	Allele_031	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_027	Allele_037	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_027	Allele_041	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_027	Allele_042	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_027	Allele_048	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_027	Allele_049	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_027	Allele_052	FG01	0.0122	Synonymy_test	3	1	yes	Small HV difference — Synonymy_test cross
Allele_027	Allele_055	FG01	0.0122	Synonymy_test	3	0	no	Small HV difference — Synonymy_test cross
Allele_028	Allele_031	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_028	Allele_037	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_028	Allele_041	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_028	Allele_042	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_028	Allele_048	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_028	Allele_049	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_028	Allele_052	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_028	Allele_055	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_029	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_031	Allele_032	FG01	0.0122	Synonymy_test	1	5	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_033	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_034	FG01	0.0122	Synonymy_test	1	4	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_035	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_036	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_031	Allele_038	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_039	FG01	0.0122	Synonymy_test	1	16	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_040	FG01	0.0122	Synonymy_test	1	10	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_044	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_045	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_046	FG01	0.0122	Synonymy_test	1	85	yes	Small HV difference — Synonymy_test cross
Allele_031	Allele_047	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_031	Allele_051	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_032	Allele_037	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_032	Allele_041	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_032	Allele_042	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_032	Allele_048	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_032	Allele_049	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_032	Allele_052	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_032	Allele_055	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_033	Allele_037	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_033	Allele_041	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_033	Allele_042	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_033	Allele_048	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_033	Allele_049	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_033	Allele_052	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_033	Allele_055	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_034	Allele_037	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_034	Allele_041	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_034	Allele_042	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_034	Allele_048	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_034	Allele_049	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_034	Allele_052	FG01	0.0122	Synonymy_test	4	1	yes	Small HV difference — Synonymy_test cross
Allele_034	Allele_055	FG01	0.0122	Synonymy_test	4	0	no	Small HV difference — Synonymy_test cross
Allele_035	Allele_037	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_035	Allele_041	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_035	Allele_042	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_035	Allele_048	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_035	Allele_049	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_035	Allele_052	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_035	Allele_055	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_036	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_037	Allele_038	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_037	Allele_039	FG01	0.0122	Synonymy_test	1	16	yes	Small HV difference — Synonymy_test cross
Allele_037	Allele_040	FG01	0.0122	Synonymy_test	1	10	yes	Small HV difference — Synonymy_test cross
Allele_037	Allele_044	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_037	Allele_045	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_037	Allele_046	FG01	0.0122	Synonymy_test	1	85	yes	Small HV difference — Synonymy_test cross
Allele_037	Allele_047	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_037	Allele_051	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_038	Allele_041	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_038	Allele_042	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_038	Allele_048	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_038	Allele_049	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_038	Allele_052	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
Allele_038	Allele_055	FG01	0.0122	Synonymy_test	1	0	no	Small HV difference — Synonymy_test cross
Allele_039	Allele_041	FG01	0.0122	Synonymy_test	16	0	no	Small HV difference — Synonymy_test cross
Allele_039	Allele_042	FG01	0.0122	Synonymy_test	16	1	yes	Small HV difference — Synonymy_test cross
Allele_039	Allele_048	FG01	0.0122	Synonymy_test	16	0	no	Small HV difference — Synonymy_test cross
Allele_039	Allele_049	FG01	0.0122	Synonymy_test	16	0	no	Small HV difference — Synonymy_test cross
Allele_039	Allele_052	FG01	0.0122	Synonymy_test	16	1	yes	Small HV difference — Synonymy_test cross
Allele_039	Allele_055	FG01	0.0122	Synonymy_test	16	0	no	Small HV difference — Synonymy_test cross
Allele_040	Allele_041	FG01	0.0122	Synonymy_test	10	0	no	Small HV difference — Synonymy_test cross
Allele_040	Allele_042	FG01	0.0122	Synonymy_test	10	1	yes	Small HV difference — Synonymy_test cross
Allele_040	Allele_048	FG01	0.0122	Synonymy_test	10	0	no	Small HV difference — Synonymy_test cross
Allele_040	Allele_049	FG01	0.0122	Synonymy_test	10	0	no	Small HV difference — Synonymy_test cross
Allele_040	Allele_052	FG01	0.0122	Synonymy_test	10	1	yes	Small HV difference — Synonymy_test cross
Allele_040	Allele_055	FG01	0.0122	Synonymy_test	10	0	no	Small HV difference — Synonymy_test cross
Allele_041	Allele_044	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_041	Allele_045	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_041	Allele_046	FG01	0.0122	Synonymy_test	0	85	no	Small HV difference — Synonymy_test cross
Allele_041	Allele_047	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_041	Allele_051	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_042	Allele_044	FG01	0.0122	Synonymy_test	1	2	yes	Small HV difference — Synonymy_test cross
Allele_042	Allele_045	FG01	0.0122	Synonymy_test	1	1	yes	Small HV difference — Synonymy_test cross
