Original_sequence_ID	Protein	Count
Library009_barcode80_hap2_rep2_tig00000002	SRK_protein_312	8
Library009_barcode80_hap2_rep3_tig00000001	SRK_protein_201	32
Library009_barcode80_hap3_rep2_tig00000002	SRK_protein_312	8
Library009_barcode80_hap3_rep3_tig00000001	SRK_protein_201	32
Library009_barcode80_hap4_rep2_tig00000002	SRK_protein_312	8
Library009_barcode80_hap4_rep3_tig00000001	SRK_protein_201	32
Library009_barcode80_hap1_rep1_tig00000001	SRK_protein_050	115
Library009_barcode80_hap1_rep3_tig00000002	SRK_protein_201	32
Library009_barcode80_hap2_rep3_tig00000002	SRK_protein_201	32
Library009_barcode80_hap3_rep1_tig00000001	SRK_protein_050	115
Library009_barcode80_hap3_rep3_tig00000002	SRK_protein_201	32
Library009_barcode80_hap4_rep3_tig00000002	SRK_protein_201	32
Library009_barcode81_hap1_rep2_tig00000001	SRK_protein_204	28
Library009_barcode81_hap1_rep2_tig00000002	SRK_protein_204	28
Library009_barcode81_hap1_rep3_tig00000002	SRK_protein_313	6
Library009_barcode81_hap2_rep2_tig00000001	SRK_protein_204	28
Library009_barcode81_hap2_rep3_tig00000002	SRK_protein_313	6
Library009_barcode81_hap3_rep2_tig00000001	SRK_protein_204	28
Library009_barcode81_hap3_rep2_tig00000002	SRK_protein_204	28
Library009_barcode81_hap3_rep3_tig00000002	SRK_protein_313	6
Library009_barcode81_hap4_rep2_tig00000001	SRK_protein_204	28
Library009_barcode81_hap4_rep2_tig00000002	SRK_protein_204	28
Library009_barcode81_hap2_rep4_tig00000001	SRK_protein_314	6
Library009_barcode81_hap3_rep4_tig00000001	SRK_protein_314	6
Library009_barcode81_hap4_rep4_tig00000001	SRK_protein_314	6
Library009_barcode82_hap1_rep2_tig00000001	SRK_protein_028	99
Library009_barcode82_hap1_rep3_tig00000002	SRK_protein_315	8
Library009_barcode82_hap2_rep2_tig00000001	SRK_protein_028	99
Library009_barcode82_hap2_rep3_tig00000002	SRK_protein_315	8
Library009_barcode82_hap3_rep2_tig00000001	SRK_protein_028	99
Library009_barcode82_hap3_rep3_tig00000002	SRK_protein_315	8
Library009_barcode82_hap4_rep2_tig00000001	SRK_protein_194	5
Library009_barcode82_hap4_rep3_tig00000002	SRK_protein_315	8
Library009_barcode82_hap1_rep3_tig00000001	SRK_protein_204	28
Library009_barcode82_hap2_rep3_tig00000001	SRK_protein_204	28
Library009_barcode82_hap3_rep3_tig00000001	SRK_protein_204	28
Library009_barcode83_hap1_rep3_tig00000002	SRK_protein_123	64
Library009_barcode83_hap1_rep4_tig00000002	SRK_protein_123	64
Library009_barcode83_hap2_rep3_tig00000002	SRK_protein_123	64
Library009_barcode83_hap2_rep4_tig00000002	SRK_protein_123	64
Library009_barcode83_hap3_rep3_tig00000002	SRK_protein_123	64
Library009_barcode83_hap3_rep4_tig00000002	SRK_protein_123	64
Library009_barcode83_hap4_rep3_tig00000002	SRK_protein_123	64
Library009_barcode83_hap4_rep4_tig00000002	SRK_protein_123	64
Library009_barcode84_hap1_rep3_tig00000001	SRK_protein_137	50
Library009_barcode84_hap1_rep4_tig00000002	SRK_protein_150	142
Library009_barcode84_hap2_rep3_tig00000001	SRK_protein_137	50
Library009_barcode84_hap2_rep4_tig00000002	SRK_protein_150	142
Library009_barcode84_hap3_rep3_tig00000001	SRK_protein_137	50
Library009_barcode84_hap3_rep4_tig00000002	SRK_protein_150	142
Library009_barcode84_hap4_rep3_tig00000001	SRK_protein_137	50
Library009_barcode84_hap4_rep4_tig00000002	SRK_protein_150	142
Library009_barcode84_hap1_rep1_tig00000002	SRK_protein_137	50
Library009_barcode84_hap1_rep2_tig00000002	SRK_protein_124	24
Library009_barcode84_hap2_rep1_tig00000002	SRK_protein_137	50
Library009_barcode84_hap2_rep2_tig00000002	SRK_protein_124	24
Library009_barcode84_hap2_rep4_tig00000001	SRK_protein_316	6
Library009_barcode84_hap3_rep1_tig00000002	SRK_protein_137	50
Library009_barcode84_hap3_rep2_tig00000002	SRK_protein_124	24
Library009_barcode84_hap3_rep4_tig00000001	SRK_protein_316	6
Library009_barcode84_hap4_rep1_tig00000002	SRK_protein_137	50
Library009_barcode84_hap4_rep2_tig00000002	SRK_protein_124	24
Library009_barcode84_hap4_rep4_tig00000001	SRK_protein_316	6
Library009_barcode85_hap1_rep4_tig00000001	SRK_protein_050	115
Library009_barcode85_hap2_rep4_tig00000001	SRK_protein_050	115
Library009_barcode85_hap3_rep4_tig00000001	SRK_protein_050	115
Library009_barcode85_hap4_rep4_tig00000001	SRK_protein_050	115
Library009_barcode86_hap2_rep1_tig00000002	SRK_protein_267	9
Library009_barcode86_hap3_rep1_tig00000002	SRK_protein_267	9
Library009_barcode86_hap3_rep2_tig00000001	SRK_protein_018	44
Library009_barcode86_hap4_rep1_tig00000002	SRK_protein_267	9
Library009_barcode87_hap1_rep2_tig00000002	SRK_protein_317	8
Library009_barcode87_hap1_rep2_tig00000003	SRK_protein_317	8
Library009_barcode87_hap2_rep2_tig00000002	SRK_protein_317	8
Library009_barcode87_hap2_rep2_tig00000003	SRK_protein_317	8
Library009_barcode87_hap3_rep2_tig00000002	SRK_protein_317	8
Library009_barcode87_hap3_rep2_tig00000003	SRK_protein_317	8
Library009_barcode87_hap4_rep2_tig00000002	SRK_protein_317	8
Library009_barcode87_hap4_rep2_tig00000003	SRK_protein_317	8
Library009_barcode88_hap1_rep1_tig00000002	SRK_protein_318	8
Library009_barcode88_hap2_rep1_tig00000002	SRK_protein_318	8
Library009_barcode88_hap3_rep1_tig00000002	SRK_protein_318	8
Library009_barcode88_hap4_rep1_tig00000002	SRK_protein_318	8
Library009_barcode88_hap1_rep3_tig00000001	SRK_protein_139	108
Library009_barcode88_hap2_rep3_tig00000001	SRK_protein_139	108
Library009_barcode88_hap3_rep3_tig00000001	SRK_protein_139	108
Library009_barcode88_hap4_rep3_tig00000001	SRK_protein_139	108
Library009_barcode90_hap1_rep1_tig00000001	SRK_protein_253	112
Library009_barcode90_hap1_rep2_tig00000001	SRK_protein_072	235
Library009_barcode90_hap2_rep1_tig00000001	SRK_protein_253	112
Library009_barcode90_hap2_rep2_tig00000001	SRK_protein_072	235
Library009_barcode90_hap3_rep1_tig00000001	SRK_protein_253	112
Library009_barcode90_hap3_rep2_tig00000001	SRK_protein_072	235
Library009_barcode90_hap4_rep1_tig00000001	SRK_protein_253	112
Library009_barcode90_hap4_rep2_tig00000001	SRK_protein_072	235
Library009_barcode90_hap1_rep3_tig00000002	SRK_protein_319	8
Library009_barcode90_hap2_rep3_tig00000002	SRK_protein_319	8
Library009_barcode90_hap3_rep3_tig00000002	SRK_protein_319	8
Library009_barcode90_hap4_rep3_tig00000002	SRK_protein_319	8
Library009_barcode91_hap1_rep1_tig00000001	SRK_protein_081	224
Library009_barcode91_hap2_rep1_tig00000001	SRK_protein_081	224
Library009_barcode91_hap3_rep1_tig00000001	SRK_protein_081	224
Library009_barcode91_hap4_rep1_tig00000001	SRK_protein_081	224
Library009_barcode91_hap1_rep2_tig00000001	SRK_protein_072	235
Library009_barcode91_hap2_rep2_tig00000001	SRK_protein_072	235
Library009_barcode91_hap3_rep2_tig00000001	SRK_protein_072	235
Library009_barcode91_hap4_rep2_tig00000001	SRK_protein_072	235
Library009_barcode92_hap1_rep1_tig00000002	SRK_protein_017	24
Library009_barcode92_hap3_rep1_tig00000002	SRK_protein_017	24
Library009_barcode92_hap1_rep3_tig00000001	SRK_protein_081	224
Library009_barcode92_hap2_rep3_tig00000001	SRK_protein_081	224
Library009_barcode92_hap3_rep3_tig00000001	SRK_protein_081	224
Library009_barcode92_hap4_rep3_tig00000001	SRK_protein_081	224
Library009_barcode93_hap1_rep1_tig00000001	SRK_protein_072	235
Library009_barcode93_hap2_rep1_tig00000001	SRK_protein_072	235
Library009_barcode93_hap3_rep1_tig00000001	SRK_protein_072	235
Library009_barcode93_hap4_rep1_tig00000001	SRK_protein_072	235
Library009_barcode94_hap1_rep2_tig00000001	SRK_protein_320	11
Library009_barcode94_hap3_rep2_tig00000001	SRK_protein_320	11
Library009_barcode94_hap4_rep2_tig00000001	SRK_protein_320	11
Library009_barcode95_hap1_rep1_tig00000001	SRK_protein_321	6
Library009_barcode95_hap1_rep2_tig00000003	SRK_protein_322	8
Library009_barcode95_hap2_rep2_tig00000003	SRK_protein_322	8
Library009_barcode95_hap3_rep1_tig00000001	SRK_protein_321	6
Library009_barcode95_hap3_rep2_tig00000003	SRK_protein_322	8
Library009_barcode95_hap4_rep1_tig00000001	SRK_protein_321	6
Library009_barcode95_hap4_rep2_tig00000003	SRK_protein_322	8
Library009_barcode96_hap1_rep1_tig00000001	SRK_protein_200	43
Library009_barcode96_hap1_rep2_tig00000001	SRK_protein_072	235
Library009_barcode96_hap2_rep1_tig00000001	SRK_protein_200	43
Library009_barcode96_hap2_rep2_tig00000001	SRK_protein_072	235
Library009_barcode96_hap3_rep1_tig00000001	SRK_protein_200	43
Library009_barcode96_hap3_rep2_tig00000001	SRK_protein_072	235
Library009_barcode96_hap4_rep1_tig00000001	SRK_protein_200	43
Library009_barcode96_hap4_rep2_tig00000001	SRK_protein_072	235
Library010_barcode01_hap1_rep3_tig00000001	SRK_protein_072	235
Library010_barcode01_hap2_rep3_tig00000001	SRK_protein_072	235
Library010_barcode02_hap3_rep2_tig00000002	SRK_protein_249	6
Library010_barcode02_hap4_rep2_tig00000002	SRK_protein_249	6
Library010_barcode02_hap1_rep3_tig00000003	SRK_protein_323	11
Library010_barcode02_hap2_rep3_tig00000003	SRK_protein_323	11
Library010_barcode02_hap3_rep3_tig00000003	SRK_protein_323	11
Library010_barcode02_hap4_rep3_tig00000003	SRK_protein_323	11
Library010_barcode03_hap1_rep1_tig00000001	SRK_protein_074	13
Library010_barcode03_hap1_rep2_tig00000001	SRK_protein_320	11
Library010_barcode03_hap2_rep1_tig00000001	SRK_protein_074	13
Library010_barcode03_hap2_rep2_tig00000001	SRK_protein_320	11
Library010_barcode03_hap3_rep1_tig00000001	SRK_protein_074	13
Library010_barcode03_hap3_rep2_tig00000001	SRK_protein_320	11
Library010_barcode03_hap4_rep1_tig00000001	SRK_protein_074	13
Library010_barcode03_hap4_rep2_tig00000001	SRK_protein_320	11
Library010_barcode05_hap1_rep1_tig00000001	SRK_protein_013	49
Library010_barcode05_hap2_rep1_tig00000001	SRK_protein_013	49
Library010_barcode05_hap3_rep1_tig00000001	SRK_protein_013	49
Library010_barcode05_hap4_rep1_tig00000001	SRK_protein_013	49
Library010_barcode06_hap1_rep2_tig00000001	SRK_protein_324	6
Library010_barcode06_hap2_rep2_tig00000001	SRK_protein_324	6
Library010_barcode06_hap3_rep2_tig00000001	SRK_protein_324	6
Library010_barcode07_hap1_rep1_tig00000001	SRK_protein_325	5
Library010_barcode07_hap1_rep2_tig00000001	SRK_protein_324	6
Library010_barcode07_hap2_rep1_tig00000001	SRK_protein_325	5
Library010_barcode07_hap2_rep2_tig00000001	SRK_protein_324	6
Library010_barcode07_hap2_rep4_tig00000002	SRK_protein_325	5
Library010_barcode07_hap3_rep1_tig00000001	SRK_protein_325	5
Library010_barcode07_hap3_rep2_tig00000001	SRK_protein_324	6
Library010_barcode07_hap4_rep1_tig00000001	SRK_protein_325	5
Library010_barcode08_hap1_rep1_tig00000003	SRK_protein_326	12
Library010_barcode08_hap1_rep2_tig00000002	SRK_protein_326	12
Library010_barcode08_hap2_rep1_tig00000003	SRK_protein_326	12
Library010_barcode08_hap2_rep2_tig00000002	SRK_protein_326	12
Library010_barcode08_hap3_rep1_tig00000003	SRK_protein_326	12
Library010_barcode08_hap3_rep2_tig00000002	SRK_protein_326	12
Library010_barcode08_hap4_rep1_tig00000003	SRK_protein_326	12
Library010_barcode08_hap4_rep2_tig00000002	SRK_protein_326	12
Library010_barcode09_hap1_rep2_tig00000001	SRK_protein_327	12
Library010_barcode09_hap1_rep3_tig00000001	SRK_protein_327	12
Library010_barcode09_hap2_rep2_tig00000001	SRK_protein_327	12
Library010_barcode09_hap2_rep3_tig00000001	SRK_protein_327	12
Library010_barcode09_hap3_rep2_tig00000001	SRK_protein_327	12
Library010_barcode09_hap3_rep3_tig00000001	SRK_protein_327	12
Library010_barcode09_hap4_rep2_tig00000001	SRK_protein_327	12
Library010_barcode09_hap4_rep3_tig00000001	SRK_protein_327	12
Library010_barcode10_hap1_rep2_tig00000001	SRK_protein_219	15
Library010_barcode10_hap1_rep3_tig00000001	SRK_protein_328	8
Library010_barcode10_hap2_rep2_tig00000001	SRK_protein_219	15
Library010_barcode10_hap2_rep3_tig00000001	SRK_protein_328	8
Library010_barcode10_hap3_rep2_tig00000001	SRK_protein_219	15
Library010_barcode10_hap3_rep3_tig00000001	SRK_protein_328	8
Library010_barcode10_hap4_rep2_tig00000001	SRK_protein_219	15
Library010_barcode10_hap4_rep3_tig00000001	SRK_protein_328	8
Library010_barcode11_hap1_rep3_tig00000001	SRK_protein_320	11
Library010_barcode11_hap2_rep3_tig00000001	SRK_protein_320	11
Library010_barcode11_hap3_rep3_tig00000001	SRK_protein_320	11
Library010_barcode11_hap4_rep3_tig00000001	SRK_protein_320	11
Library010_barcode14_hap1_rep1_tig00000002	SRK_protein_329	7
Library010_barcode14_hap2_rep1_tig00000002	SRK_protein_329	7
Library010_barcode14_hap3_rep1_tig00000002	SRK_protein_329	7
Library010_barcode14_hap4_rep1_tig00000002	SRK_protein_329	7
Library010_barcode15_hap1_rep1_tig00000001	SRK_protein_330	8
Library010_barcode15_hap1_rep1_tig00000002	SRK_protein_330	8
Library010_barcode15_hap1_rep2_tig00000002	SRK_protein_323	11
Library010_barcode15_hap2_rep1_tig00000001	SRK_protein_330	8
Library010_barcode15_hap2_rep1_tig00000002	SRK_protein_330	8
Library010_barcode15_hap2_rep2_tig00000002	SRK_protein_323	11
Library010_barcode15_hap3_rep1_tig00000001	SRK_protein_330	8
Library010_barcode15_hap3_rep1_tig00000002	SRK_protein_330	8
Library010_barcode15_hap3_rep2_tig00000002	SRK_protein_323	11
Library010_barcode15_hap4_rep1_tig00000001	SRK_protein_330	8
Library010_barcode15_hap4_rep1_tig00000002	SRK_protein_330	8
Library010_barcode15_hap1_rep4_tig00000001	SRK_protein_323	11
Library010_barcode15_hap2_rep4_tig00000001	SRK_protein_323	11
Library010_barcode15_hap3_rep4_tig00000001	SRK_protein_323	11
Library010_barcode15_hap4_rep4_tig00000001	SRK_protein_323	11
Library010_barcode16_hap1_rep2_tig00000002	SRK_protein_017	24
Library010_barcode16_hap2_rep2_tig00000002	SRK_protein_017	24
Library010_barcode16_hap3_rep2_tig00000001	SRK_protein_017	24
Library010_barcode16_hap3_rep2_tig00000002	SRK_protein_017	24
Library010_barcode16_hap4_rep2_tig00000001	SRK_protein_017	24
Library010_barcode16_hap4_rep2_tig00000002	SRK_protein_017	24
Library010_barcode16_hap4_rep4_tig00000002	SRK_protein_331	5
Library010_barcode17_hap1_rep2_tig00000001	SRK_protein_050	115
Library010_barcode17_hap2_rep2_tig00000001	SRK_protein_050	115
Library010_barcode17_hap3_rep2_tig00000001	SRK_protein_050	115
Library010_barcode17_hap4_rep2_tig00000001	SRK_protein_050	115
Library010_barcode18_hap1_rep2_tig00000002	SRK_protein_013	49
Library010_barcode18_hap1_rep4_tig00000002	SRK_protein_050	115
Library010_barcode18_hap2_rep2_tig00000002	SRK_protein_013	49
Library010_barcode18_hap2_rep4_tig00000002	SRK_protein_050	115
Library010_barcode18_hap3_rep2_tig00000002	SRK_protein_013	49
Library010_barcode18_hap1_rep3_tig00000002	SRK_protein_013	49
Library010_barcode18_hap2_rep3_tig00000002	SRK_protein_013	49
Library010_barcode18_hap3_rep3_tig00000002	SRK_protein_013	49
Library010_barcode18_hap4_rep3_tig00000002	SRK_protein_013	49
Library010_barcode19_hap1_rep3_tig00000001	SRK_protein_332	8
Library010_barcode19_hap2_rep3_tig00000001	SRK_protein_332	8
Library010_barcode19_hap3_rep3_tig00000001	SRK_protein_332	8
Library010_barcode19_hap4_rep3_tig00000001	SRK_protein_332	8
Library010_barcode20_hap1_rep3_tig00000001	SRK_protein_332	8
Library010_barcode20_hap2_rep3_tig00000001	SRK_protein_332	8
Library010_barcode20_hap3_rep3_tig00000001	SRK_protein_332	8
Library010_barcode20_hap4_rep3_tig00000001	SRK_protein_332	8
Library010_barcode21_hap1_rep4_tig00000002	SRK_protein_333	7
Library010_barcode21_hap2_rep4_tig00000002	SRK_protein_333	7
Library010_barcode21_hap3_rep4_tig00000002	SRK_protein_333	7
Library010_barcode21_hap1_rep3_tig00000005	SRK_protein_333	7
Library010_barcode21_hap1_rep4_tig00000001	SRK_protein_334	6
Library010_barcode21_hap2_rep3_tig00000005	SRK_protein_333	7
Library010_barcode21_hap2_rep4_tig00000001	SRK_protein_334	6
Library010_barcode21_hap3_rep1_tig00000001	SRK_protein_334	6
Library010_barcode21_hap3_rep3_tig00000005	SRK_protein_333	7
Library010_barcode21_hap3_rep4_tig00000001	SRK_protein_334	6
Library010_barcode21_hap4_rep1_tig00000001	SRK_protein_334	6
Library010_barcode21_hap4_rep3_tig00000005	SRK_protein_333	7
Library010_barcode21_hap4_rep4_tig00000001	SRK_protein_334	6
Library010_barcode22_hap1_rep4_tig00000001	SRK_protein_007	14
Library010_barcode22_hap2_rep4_tig00000001	SRK_protein_007	14
Library010_barcode22_hap3_rep4_tig00000001	SRK_protein_007	14
Library010_barcode22_hap4_rep4_tig00000001	SRK_protein_007	14
Library010_barcode24_hap1_rep1_tig00000002	SRK_protein_072	235
Library010_barcode24_hap2_rep1_tig00000002	SRK_protein_072	235
Library010_barcode24_hap4_rep1_tig00000002	SRK_protein_072	235
Library010_barcode26_hap1_rep4_tig00000002	SRK_protein_327	12
Library010_barcode26_hap2_rep4_tig00000002	SRK_protein_327	12
Library010_barcode26_hap3_rep4_tig00000002	SRK_protein_327	12
Library010_barcode26_hap4_rep4_tig00000002	SRK_protein_327	12
Library010_barcode27_hap1_rep4_tig00000001	SRK_protein_326	12
Library010_barcode27_hap2_rep4_tig00000001	SRK_protein_326	12
Library010_barcode27_hap3_rep4_tig00000001	SRK_protein_326	12
Library010_barcode27_hap4_rep4_tig00000001	SRK_protein_326	12
Library010_barcode28_hap1_rep3_tig00000002	SRK_protein_337	10
Library010_barcode28_hap2_rep3_tig00000002	SRK_protein_337	10
Library010_barcode28_hap3_rep3_tig00000002	SRK_protein_337	10
Library010_barcode28_hap4_rep3_tig00000002	SRK_protein_337	10
Library010_barcode28_hap1_rep1_tig00000001	SRK_protein_050	115
Library010_barcode28_hap1_rep1_tig00000007	SRK_protein_081	224
Library010_barcode28_hap1_rep3_tig00000001	SRK_protein_337	10
Library010_barcode28_hap2_rep1_tig00000001	SRK_protein_050	115
Library010_barcode28_hap2_rep1_tig00000007	SRK_protein_081	224
Library010_barcode28_hap2_rep3_tig00000001	SRK_protein_337	10
Library010_barcode28_hap3_rep1_tig00000001	SRK_protein_050	115
Library010_barcode28_hap3_rep1_tig00000007	SRK_protein_081	224
Library010_barcode28_hap3_rep3_tig00000001	SRK_protein_337	10
Library010_barcode28_hap4_rep1_tig00000001	SRK_protein_050	115
Library010_barcode28_hap4_rep1_tig00000007	SRK_protein_081	224
Library010_barcode28_hap4_rep3_tig00000001	SRK_protein_337	10
Library010_barcode29_hap1_rep2_tig00000008	SRK_protein_338	5
Library010_barcode29_hap2_rep2_tig00000008	SRK_protein_338	5
Library010_barcode29_hap3_rep2_tig00000008	SRK_protein_338	5
Library010_barcode29_hap4_rep2_tig00000003	SRK_protein_338	5
Library010_barcode29_hap4_rep2_tig00000008	SRK_protein_338	5
Library010_barcode32_hap1_rep1_tig00000002	SRK_protein_339	7
Library010_barcode32_hap1_rep3_tig00000004	SRK_protein_339	7
Library010_barcode32_hap2_rep1_tig00000002	SRK_protein_339	7
Library010_barcode32_hap2_rep3_tig00000004	SRK_protein_339	7
Library010_barcode32_hap3_rep1_tig00000002	SRK_protein_339	7
Library010_barcode32_hap3_rep3_tig00000004	SRK_protein_339	7
Library010_barcode32_hap4_rep3_tig00000004	SRK_protein_339	7
Library010_barcode32_hap1_rep1_tig00000001	SRK_protein_191	12
Library010_barcode32_hap2_rep1_tig00000001	SRK_protein_191	12
Library010_barcode32_hap3_rep1_tig00000001	SRK_protein_191	12
Library010_barcode32_hap4_rep1_tig00000001	SRK_protein_191	12
Library010_barcode33_hap1_rep1_tig00000001	SRK_protein_340	29
Library010_barcode33_hap2_rep1_tig00000001	SRK_protein_340	29
Library010_barcode33_hap3_rep1_tig00000001	SRK_protein_340	29
Library010_barcode33_hap4_rep1_tig00000001	SRK_protein_340	29
Library010_barcode33_hap1_rep2_tig00000001	SRK_protein_340	29
Library010_barcode33_hap2_rep2_tig00000001	SRK_protein_340	29
Library010_barcode33_hap3_rep2_tig00000001	SRK_protein_340	29
Library010_barcode33_hap4_rep2_tig00000001	SRK_protein_340	29
Library010_barcode34_hap1_rep2_tig00000002	SRK_protein_340	29
Library010_barcode34_hap2_rep2_tig00000002	SRK_protein_340	29
Library010_barcode34_hap3_rep2_tig00000002	SRK_protein_340	29
Library010_barcode34_hap4_rep2_tig00000002	SRK_protein_340	29
Library010_barcode36_hap2_rep1_tig00000002	SRK_protein_228	35
Library010_barcode36_hap3_rep1_tig00000002	SRK_protein_228	35
Library010_barcode36_hap4_rep1_tig00000002	SRK_protein_228	35
Library010_barcode37_hap1_rep1_tig00000001	SRK_protein_341	5
Library010_barcode37_hap1_rep2_tig00000002	SRK_protein_229	6
Library010_barcode37_hap2_rep1_tig00000001	SRK_protein_341	5
Library010_barcode37_hap2_rep2_tig00000002	SRK_protein_229	6
Library010_barcode37_hap3_rep1_tig00000001	SRK_protein_341	5
Library010_barcode37_hap3_rep2_tig00000002	SRK_protein_229	6
Library010_barcode37_hap4_rep1_tig00000001	SRK_protein_341	5
Library010_barcode37_hap4_rep2_tig00000002	SRK_protein_229	6
Library010_barcode38_hap1_rep2_tig00000001	SRK_protein_144	7
Library010_barcode38_hap2_rep2_tig00000001	SRK_protein_050	115
Library010_barcode39_hap1_rep2_tig00000001	SRK_protein_342	15
Library010_barcode39_hap2_rep2_tig00000001	SRK_protein_342	15
Library010_barcode39_hap2_rep2_tig00000002	SRK_protein_337	10
Library010_barcode39_hap3_rep1_tig00000001	SRK_protein_191	12
Library010_barcode39_hap3_rep2_tig00000001	SRK_protein_342	15
Library010_barcode39_hap4_rep1_tig00000001	SRK_protein_191	12
Library010_barcode39_hap4_rep2_tig00000002	SRK_protein_337	10
Library010_barcode40_hap2_rep3_tig00000002	SRK_protein_226	19
Library010_barcode40_hap4_rep3_tig00000002	SRK_protein_226	19
Library010_barcode41_hap1_rep1_tig00000001	SRK_protein_273	30
Library010_barcode41_hap2_rep1_tig00000001	SRK_protein_273	30
Library010_barcode41_hap3_rep1_tig00000001	SRK_protein_273	30
Library010_barcode41_hap4_rep1_tig00000001	SRK_protein_273	30
Library010_barcode43_hap2_rep3_tig00000002	SRK_protein_340	29
Library010_barcode43_hap4_rep3_tig00000002	SRK_protein_340	29
Library010_barcode44_hap1_rep1_tig00000001	SRK_protein_342	15
Library010_barcode44_hap1_rep1_tig00000002	SRK_protein_342	15
Library010_barcode44_hap1_rep4_tig00000002	SRK_protein_342	15
Library010_barcode44_hap2_rep1_tig00000001	SRK_protein_342	15
Library010_barcode44_hap2_rep1_tig00000002	SRK_protein_342	15
Library010_barcode44_hap2_rep4_tig00000002	SRK_protein_342	15
Library010_barcode44_hap3_rep1_tig00000001	SRK_protein_342	15
Library010_barcode44_hap3_rep1_tig00000002	SRK_protein_342	15
Library010_barcode44_hap3_rep4_tig00000002	SRK_protein_342	15
Library010_barcode44_hap4_rep1_tig00000001	SRK_protein_342	15
Library010_barcode44_hap4_rep1_tig00000002	SRK_protein_342	15
Library010_barcode44_hap4_rep4_tig00000002	SRK_protein_342	15
Library010_barcode44_hap1_rep3_tig00000002	SRK_protein_050	115
Library010_barcode44_hap2_rep3_tig00000002	SRK_protein_050	115
Library010_barcode44_hap3_rep3_tig00000002	SRK_protein_050	115
Library010_barcode44_hap4_rep3_tig00000002	SRK_protein_050	115
Library010_barcode45_hap1_rep1_tig00000001	SRK_protein_340	29
Library010_barcode45_hap2_rep1_tig00000001	SRK_protein_340	29
Library010_barcode45_hap3_rep1_tig00000001	SRK_protein_340	29
Library010_barcode45_hap4_rep1_tig00000001	SRK_protein_340	29
Library010_barcode45_hap1_rep4_tig00000002	SRK_protein_340	29
Library010_barcode45_hap2_rep4_tig00000002	SRK_protein_340	29
Library010_barcode45_hap3_rep4_tig00000002	SRK_protein_340	29
Library010_barcode45_hap4_rep4_tig00000002	SRK_protein_340	29
Library010_barcode49_hap1_rep4_tig00000001	SRK_protein_141	19
Library010_barcode49_hap2_rep4_tig00000001	SRK_protein_141	19
Library010_barcode49_hap3_rep4_tig00000001	SRK_protein_141	19
Library010_barcode49_hap4_rep4_tig00000001	SRK_protein_141	19
Library010_barcode51_hap1_rep4_tig00000002	SRK_protein_152	18
Library010_barcode51_hap3_rep1_tig00000002	SRK_protein_018	44
Library010_barcode51_hap3_rep4_tig00000002	SRK_protein_152	18
Library010_barcode51_hap4_rep1_tig00000002	SRK_protein_018	44
Library010_barcode51_hap1_rep2_tig00000001	SRK_protein_343	7
Library010_barcode51_hap2_rep2_tig00000001	SRK_protein_343	7
Library010_barcode51_hap3_rep2_tig00000001	SRK_protein_343	7
Library010_barcode51_hap4_rep2_tig00000001	SRK_protein_343	7
Library010_barcode52_hap1_rep1_tig00000002	SRK_protein_143	43
Library010_barcode52_hap2_rep1_tig00000002	SRK_protein_143	43
Library010_barcode52_hap3_rep1_tig00000002	SRK_protein_143	43
Library010_barcode52_hap1_rep3_tig00000001	SRK_protein_143	43
Library010_barcode52_hap2_rep3_tig00000001	SRK_protein_143	43
Library010_barcode52_hap3_rep3_tig00000001	SRK_protein_143	43
Library010_barcode52_hap4_rep3_tig00000001	SRK_protein_143	43
Library010_barcode56_hap1_rep1_tig00000001	SRK_protein_113	48
Library010_barcode56_hap2_rep1_tig00000001	SRK_protein_113	48
Library010_barcode56_hap3_rep1_tig00000001	SRK_protein_113	48
Library010_barcode56_hap3_rep2_tig00000002	SRK_protein_133	65
Library010_barcode56_hap4_rep1_tig00000001	SRK_protein_113	48
Library010_barcode57_hap1_rep1_tig00000002	SRK_protein_256	34
Library010_barcode57_hap2_rep1_tig00000002	SRK_protein_256	34
Library010_barcode57_hap3_rep1_tig00000002	SRK_protein_256	34
Library010_barcode57_hap4_rep1_tig00000002	SRK_protein_256	34
Library010_barcode57_hap1_rep2_tig00000001	SRK_protein_256	34
Library010_barcode57_hap1_rep4_tig00000002	SRK_protein_256	34
Library010_barcode57_hap2_rep2_tig00000001	SRK_protein_256	34
Library010_barcode57_hap2_rep4_tig00000002	SRK_protein_256	34
Library010_barcode57_hap3_rep2_tig00000001	SRK_protein_256	34
Library010_barcode57_hap3_rep4_tig00000002	SRK_protein_256	34
Library010_barcode57_hap4_rep2_tig00000001	SRK_protein_256	34
Library010_barcode57_hap4_rep4_tig00000002	SRK_protein_256	34
Library010_barcode59_hap1_rep2_tig00000001	SRK_protein_253	112
Library010_barcode59_hap2_rep2_tig00000001	SRK_protein_253	112
Library010_barcode59_hap3_rep2_tig00000001	SRK_protein_253	112
Library010_barcode60_hap1_rep1_tig00000001	SRK_protein_141	19
Library010_barcode60_hap2_rep1_tig00000001	SRK_protein_141	19
Library010_barcode60_hap3_rep1_tig00000001	SRK_protein_141	19
Library010_barcode62_hap1_rep1_tig00000001	SRK_protein_050	115
Library010_barcode62_hap1_rep2_tig00000002	SRK_protein_013	49
Library010_barcode62_hap2_rep1_tig00000001	SRK_protein_050	115
Library010_barcode62_hap2_rep2_tig00000002	SRK_protein_013	49
